Primary Identifier	gene_symbol	description	massspec_evidence	go_annotation_mitochondrial	gfp_evidence	organism_name	mtstargetp	mtsmitoprot	mtsmitofates	cellular_location	cellular_location_evidence	mito_sublocation	mito_sublocation_evidence
YNL323W	LEM3	"Membrane protein of the plasma membrane and ER; interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane; null mutant requires tryptophan due to mislocalization of tryptophan permease Tat2p"	2	FALSE	0	S. cerevisiae S288C	0.199	0.0138	0	"mitochondrion;plasma membrane;endoplasmic reticulum"	"MassSpec;Gene Ontology"	mitochondrial inner membrane	mass-spec
YLR100W	ERG27	"3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs"	2	FALSE	0	S. cerevisiae S288C	0.273	0.4251	0.021	"mitochondrion;endoplasmic reticulum"	"MassSpec;Gene Ontology"	mitochondrial outer membrane	mass-spec
YGL236C	MTO1	"Mitochondrial protein; forms a heterodimer complex with Mss1p that performs the 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; required for respiration in paromomycin-resistant 15S rRNA mutants"	2	TRUE	1	S. cerevisiae S288C	0.895	0.8996	0.835	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YGL136C	MRM2	"Mitochondrial 2' O-ribose methyltransferase; required for methylation of U(2791) in 21S rRNA; MRM2 deletion confers thermosensitive respiration and loss of mitochondrial DNA; has similarity to Spb1p and Trm7p, and to E. coli FtsJ/RrmJ"	2	TRUE	1	S. cerevisiae S288C	0.848	0.9218	0.793	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YJL133W	MRS3	"Iron transporter, mediates Fe2+ transport across inner mito membrane; mitochondrial carrier family member; active under low-iron conditions; may transport other cations; MRS3 has a paralog, MRS4, that arose from the whole genome duplication"	2	TRUE	1	S. cerevisiae S288C	0.155	0.1198	0	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YER077C	MRX1	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport"	2	TRUE	1	S. cerevisiae S288C	0.618	0.9003	0.189	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YDL045W-A	MRP10	"Mitochondrial ribosomal protein of the small subunit; contains twin cysteine-x9-cysteine motifs; oxidized by Mia40p during import into mitochondria"	2	TRUE	1	S. cerevisiae S288C	0.386	0.8395	0.004	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YKL114C	APN1	"Major apurinic/apyrimidinic endonuclease; 3'-repair diesterase; involved in repair of DNA damage by oxidation and alkylating agents; also functions as a 3'-5' exonuclease to repair 7,8-dihydro-8-oxodeoxyguanosine; genetically interacts with NTG1 to maintain mitochondrial genome integrity"	2	TRUE	1	S. cerevisiae S288C	0.633	0.9685	0.012	"mitochondrion;nucleus"	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	mass-spec
YHL038C	CBP2	"Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene"	2	TRUE	1	S. cerevisiae S288C	0.871	0.992	0.355	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YNR015W	SMM1	"Dihydrouridine synthase; member of a family of dihydrouridine synthases including Dus1p, Smm1p, Dus3p, and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs"	2	FALSE	0	S. cerevisiae S288C	0.193	0.2864	0.046	"mitochondrion;nucleus"	"MassSpec;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	mass-spec
YDR379C-A	SDH6	"Mitochondrial protein involved in assembly of succinate dehydrogenase; has a role in maturation of the Sdh2p subunit; member of the LYR protein family; mutations in human ortholog SDHAF1 are associated with infantile leukoencephalopathy"	2	TRUE	1	S. cerevisiae S288C	0.734	0.6942	0.869	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	"mass-spec;Gene Ontology"
YEL050C	RML2	"Mitochondrial ribosomal protein of the large subunit (L2); has similarity to E. coli L2 ribosomal protein; mutant allele (fat21) causes inability to utilize oleate, and induce oleic acid oxidation; may interfere with activity of the Adr1p transcription factor"	2	TRUE	1	S. cerevisiae S288C	0.726	0.9916	0.535	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YGR096W	TPC1	"Mitochondrial membrane transporter; mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family"	2	TRUE	1	S. cerevisiae S288C	0.049	0.0655	0.252	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YFR045W		"Putative mitochondrial transport protein; null mutant is viable, exhibits decreased levels of chitin and normal resistance to calcofluor white"	2	TRUE	1	S. cerevisiae S288C	0.097	0.0677	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YOL114C		"Putative protein of unknown function with similarity to human ICT1; has prokaryotic factors that may function in translation termination; YOL114C is not an essential gene"	2	TRUE	1	S. cerevisiae S288C	0.751	0.3945	0.198	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YDL183C		"Protein that may form an active mitochondrial KHE system; mitochondrial inner-membrane protein; non-essential gene; KHE system stands for K+/H+ exchanger system"	2	TRUE	1	S. cerevisiae S288C	0.784	0.5562	0.884	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YNL135C	FPR1	"Peptidyl-prolyl cis-trans isomerase (PPIase); binds to the drugs FK506 and rapamycin; also binds to the nonhistone chromatin binding protein Hmo1p and may regulate its assembly or function; N-terminally propionylated in vivo"	2	FALSE	0	S. cerevisiae S288C	0.055	0.0543	0	mitochondrion	MassSpec	mitochondrial matrix	mass-spec
YMR166C		"Predicted transporter of the mitochondrial inner membrane; has similarity to human mitochondrial ATP-Mg/Pi carriers; YMR166C is not an essential gene"	2	TRUE	1	S. cerevisiae S288C	0.127	0.0462	0	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YNL098C	RAS2	"GTP-binding protein; regulates nitrogen starvation response, sporulation, and filamentous growth; farnesylation and palmitoylation required for activity and localization to plasma membrane; homolog of mammalian Ras proto-oncogenes; RAS2 has a paralog, RAS1, that arose from the whole genome duplication"	2	TRUE	0	S. cerevisiae S288C	0.203	0.0669	0.003	"mitochondrion;nucleus;endoplasmic reticulum;plasma membrane"	"MassSpec;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YLR043C	TRX1	"Cytoplasmic thioredoxin isoenzyme; part of thioredoxin system which protects cells against oxidative and reductive stress; forms LMA1 complex with Pbi2p; acts as a cofactor for Tsa1p; required for ER-Golgi transport and vacuole inheritance; with Trx2p, facilitates mitochondrial import of small Tims Tim9p, Tim10p, Tim13p by maintaining them in reduced form; abundance increases iunder DNA replication stress; TRX1 has a paralog, TRX2, that arose from the whole genome duplication"	2	TRUE	0	S. cerevisiae S288C	0.054	0.1004	0	"cytosol;mitochondrion;vacuole;nucleus;golgi apparatus"	"MassSpec;Gene Ontology"	"intermembrane space;mitochondrial intermembrane space;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YBR035C	PDX3	"Pyridoxine (pyridoxamine) phosphate oxidase; has homologs in E. coli and Myxococcus xanthus; transcription is under the general control of nitrogen metabolism"	2	TRUE	0	S. cerevisiae S288C	0.063	0.1177	0	mitochondrion	"MassSpec;Gene Ontology"	"intermembrane space;mitochondrial intermembrane space;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YMR002W	MIX17	"Mitochondrial intermembrane space protein; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress"	2	TRUE	0	S. cerevisiae S288C	0.86	0.9595	0.768	mitochondrion	"MassSpec;Gene Ontology"	"intermembrane space;mitochondrial intermembrane space;mitochondrial outer membrane"	"mass-spec;Gene Ontology"
YKR009C	FOX2	"3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway"	2	FALSE	0	S. cerevisiae S288C	0.168	0.246	0.004	"mitochondrion;peroxisome"	"MassSpec;Gene Ontology"	mitochondrial inner membrane	mass-spec
YDR282C	MRX10	"Mitochondrial inner membrane protein of unknown function; localizes to the inner membrane with the C terminus facing the intermembrane space; ortholog of human RMND1, mutation in which is implicated in infantile encephaloneuromyopathy and defective mitochondrial translation"	2	TRUE	0	S. cerevisiae S288C	0.921	0.9812	0.843	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YBL107C	MIX23	"Mitochondrial intermembrane space protein of unknown function; imported via the MIA import machinery; contains an unusual twin cysteine motif (CX13C CX14C)"	2	TRUE	0	S. cerevisiae S288C	0.175	0.023	0.007	mitochondrion	"MassSpec;Gene Ontology"	"intermembrane space;mitochondrial intermembrane space;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YDR031W	MIX14	"Mitochondrial intermembrane space protein of unknown function; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress"	2	TRUE	0	S. cerevisiae S288C	0.044	0.1428	0	mitochondrion	"MassSpec;Gene Ontology"	"intermembrane space;mitochondrial intermembrane space;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YOR350C	MNE1	"Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein"	2	TRUE	1	S. cerevisiae S288C	0.427	0.5801	0.614	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YNL094W	APP1	"Phosphatidate phosphatase, converts phosphatidate to diacylglycerol; App1p, Pah1p, Dpp1p, and Lpp1p are responsible for all the phosphatidate phosphatase activity; component of cortical actin patches; interacts with components of endocytic pathway"	2	FALSE	0	S. cerevisiae S288C	0.114	0.1843	0	mitochondrion	MassSpec	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YMR113W	FOL3	"Dihydrofolate synthetase, involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog, RMA1, that arose from the whole genome duplication"	2	FALSE	0	S. cerevisiae S288C	0.158	0.0395	0.019	mitochondrion	MassSpec	mitochondrial inner membrane	mass-spec
YHR168W	MTG2	"Putative GTPase; member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation, possibly via a role in ribosome assembly"	2	TRUE	0	S. cerevisiae S288C	0.789	0.7232	0.115	mitochondrion	"MassSpec;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YPL098C	MGR2	"Subunit of the TIM23 translocase complex; acts to couple Tim21p with the core Tim23 translocase; absolutely required for mitochondrial import of presequence-containing proteins at elevated temperature; required for viability of cells lacking the mitochondrial genome (petite-negative phenotype)"	2	TRUE	0	S. cerevisiae S288C	0.071	0.2892	0.008	mitochondrion	"MassSpec;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YJL046W	AIM22	"Putative lipoate-protein ligase; required along with Lip2 and Lip5 for lipoylation of Lat1p and Kgd2p; similar to E. coli LplA; null mutant displays reduced frequency of mitochondrial genome loss"	2	TRUE	0	S. cerevisiae S288C	0.656	0.9484	0.22	mitochondrion	"MassSpec;Gene Ontology"	mitochondrial matrix/mitochondrial inner membrane	mass-spec
YCL033C	MXR2	"Methionine-R-sulfoxide reductase; involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR1; involved in the regulation of lifespan"	2	TRUE	0	S. cerevisiae S288C	0.743	0.9813	0.266	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	mass-spec
YKL133C		"Putative protein of unknown function; not required for growth of cells lacking the mitochondrial genome (null mutation does not confer a petite-negative phenotype); YKL133C has a paralog, MGR3, that arose from the whole genome duplication"	2	TRUE	0	S. cerevisiae S288C	0.424	0.3903	0.428	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YPL186C	UIP4	"Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope"	2	TRUE	0	S. cerevisiae S288C	0.057	0.0583	0	"mitochondrion;nucleus;endoplasmic reticulum"	"MassSpec;Gene Ontology"	mitochondrial outer membrane	"mass-spec;Gene Ontology"
YAL046C	BOL3	"Protein involved in mitochondrial function or organization; null mutant displays elevated frequency of mitochondrial genome loss"	2	TRUE	0	S. cerevisiae S288C	0.791	0.91	0.928	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YAL044W-A	BOL1	"Putative protein of unknown function; similar to S. pombe uvi31 which is a putative DNA repair protein"	2	TRUE	0	S. cerevisiae S288C	0.384	0.9336	0.39	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YMR038C	CCS1	"Copper chaperone for superoxide dismutase Sod1p; involved in oxidative stress protection; Met-X-Cys-X2-Cys motif within the N-terminal portion is involved in insertion of copper into Sod1p under conditions of copper deprivation; required for regulation of yeast copper genes in response to DNA-damaging agents; protein abundance increases in response to DNA replication stress"	2	TRUE	0	S. cerevisiae S288C	0.072	0.0119	0	"cytosol;mitochondrion;nucleus"	"MassSpec;Gene Ontology"	"intermembrane space;mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YMR035W	IMP2	"Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificity), and Som1p"	2	TRUE	1	S. cerevisiae S288C	0.302	0.9346	0.857	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
